distortion,level,level_numeric,snr_db_mean,name,ods_threshold,ods_f_score,snr_db
jpeg,1,1.0,14.156771236721948,P0565,183,0.1083925405466827,12.47421476731246
jpeg,1,1.0,14.156771236721948,P0649,108,0.2417676157446468,12.948701732098604
jpeg,1,1.0,14.156771236721948,P0699,20,0.0808319063024372,17.60623824247475
jpeg,1,1.0,14.156771236721948,P0806,101,0.0907139678068063,15.283626590737107
jpeg,1,1.0,14.156771236721948,P1003,175,0.0940725887723223,11.844528598254646
jpeg,1,1.0,14.156771236721948,P1029,175,0.1787746486458808,13.125964316633125
jpeg,1,1.0,14.156771236721948,P1148,20,0.0452279165822092,19.57404175651671
jpeg,1,1.0,14.156771236721948,P1158,131,0.0352607832694009,16.230063610418494
jpeg,1,1.0,14.156771236721948,P1207,57,1.0,11.959796701653444
jpeg,1,1.0,14.156771236721948,P1216,20,0.4765053157023206,16.511817152095663
jpeg,1,1.0,14.156771236721948,P1242,101,0.0537249577120114,22.176049414095537
jpeg,1,1.0,14.156771236721948,P1358,138,0.1186557899803689,16.8551497994027
jpeg,1,1.0,14.156771236721948,P1522,86,0.0455546550445445,13.90998162777426
jpeg,1,1.0,14.156771236721948,P1676,20,0.0079424164951708,12.86641705622386
jpeg,1,1.0,14.156771236721948,P1693,183,1.0,11.87820207737743
jpeg,1,1.0,14.156771236721948,P1960,146,0.3008103877582727,12.104370556866924
jpeg,1,1.0,14.156771236721948,P2002,183,0.2425862199717801,13.980686893327704
jpeg,1,1.0,14.156771236721948,P2045,27,0.1697390906506113,12.84029835412397
jpeg,1,1.0,14.156771236721948,P2210,123,0.1053594472077079,17.31171540937068
jpeg,1,1.0,14.156771236721948,P2257,27,0.1141172262392638,12.477786333566554
jpeg,1,1.0,14.156771236721948,P2278,146,0.1188807488816772,15.47051788661064
jpeg,1,1.0,14.156771236721948,P2332,57,0.0303977001944816,15.559262764021968
jpeg,1,1.0,14.156771236721948,P2352,20,0.0045383265007248,14.3263736278703
jpeg,1,1.0,14.156771236721948,P2456,131,0.0177795041735805,11.425592311697876
jpeg,1,1.0,14.156771236721948,P2528,20,0.0243884424436976,13.82672941577516
jpeg,1,1.0,14.156771236721948,P2591,108,0.0905488623629759,12.762892477303488
jpeg,1,1.0,14.156771236721948,P2613,138,0.2135436501593005,12.293558386398338
jpeg,1,1.0,14.156771236721948,P2724,138,0.0464427270780713,14.616442957536703
jpeg,1,1.0,14.156771236721948,P2754,20,0.0028321762982665,15.915656438942484
jpeg,3,3.0,14.437534838522705,P0063,205,0.1900590066172262,13.26597144651027
jpeg,3,3.0,14.437534838522705,P0081,34,0.067639804910691,14.327205621608607
jpeg,3,3.0,14.437534838522705,P0198,101,0.3104534947024641,14.23645499885524
jpeg,3,3.0,14.437534838522705,P0308,20,0.1144907034198347,14.591782061686898
jpeg,3,3.0,14.437534838522705,P0336,94,0.0922010903091349,13.228725369592524
jpeg,3,3.0,14.437534838522705,P0345,131,0.0609785510434175,13.650884831185682
jpeg,3,3.0,14.437534838522705,P0363,57,0.1822760890677461,13.943047174766216
jpeg,3,3.0,14.437534838522705,P0368,20,0.1518367495514109,14.322564474215271
jpeg,3,3.0,14.437534838522705,P0377,64,0.1006236796641052,12.850561137155095
jpeg,3,3.0,14.437534838522705,P0452,20,0.0598679198217523,13.13674623577696
jpeg,3,3.0,14.437534838522705,P0517,183,0.1475214896264465,11.875357942015674
jpeg,3,3.0,14.437534838522705,P0565,183,0.1098516441014161,12.671571168913491
jpeg,3,3.0,14.437534838522705,P0649,101,0.2444930924596015,13.19651833286214
jpeg,3,3.0,14.437534838522705,P0699,20,0.0831892965102141,18.04340194052235
jpeg,3,3.0,14.437534838522705,P0806,49,0.0973173719168075,15.582901859092535
jpeg,3,3.0,14.437534838522705,P1003,183,0.1049882690008773,12.153999444162125
jpeg,3,3.0,14.437534838522705,P1029,175,0.1698964256187863,13.491893305725958
jpeg,3,3.0,14.437534838522705,P1148,20,0.0450335848921134,19.65723681904055
jpeg,3,3.0,14.437534838522705,P1158,116,0.0301422761491925,16.30913732166165
jpeg,3,3.0,14.437534838522705,P1207,57,1.0,11.95996493382452
jpeg,3,3.0,14.437534838522705,P1216,20,0.4765053157023206,16.511966455284856
jpeg,3,3.0,14.437534838522705,P1242,175,0.0591269292334446,22.302436370903052
jpeg,3,3.0,14.437534838522705,P1358,131,0.103520851846811,17.127109356163313
jpeg,3,3.0,14.437534838522705,P1522,86,0.0429479836209489,14.01442495693778
jpeg,3,3.0,14.437534838522705,P1676,20,0.0094391791121065,12.888667495155858
jpeg,3,3.0,14.437534838522705,P1693,183,1.0,11.89917676676072
